Time,CEILT_1,UWALLT_1,LWALLT_1,FLOORT_1,TARGGAST_1,TARGSURT_1,TARGCENT_1,TARGFLUXT_1,TARGFLUXC_1,TARGFLUXR_1,TARGFLUXF_1,TARGFLUXS_1,TARGFLUXG_1,TARGGAST_2,TARGSURT_2,TARGCENT_2,TARGFLUXT_2,TARGFLUXC_2,TARGFLUXR_2,TARGFLUXF_2,TARGFLUXS_2,TARGFLUXG_2,TARGGAST_3,TARGSURT_3,TARGCENT_3,TARGFLUXT_3,TARGFLUXC_3,TARGFLUXR_3,TARGFLUXF_3,TARGFLUXS_3,TARGFLUXG_3,
0.153000E+04,0.865185E+02,0.361873E+02,0.301667E+02,0.372082E+02,0.114239E+03,0.337168E+02,0.216768E+02,0.102754E+01,0.540198E+00,0.487347E+00,0.000000E+00,0.409492E+00,0.496593E+00,0.296598E+02,0.790206E+02,0.790206E+02,0.152953E+02,0.303099E-01,0.152649E+02,0.149038E+02,0.451755E+00,0.328164E+00,0.296598E+02,0.436782E+03,0.436782E+03,0.152953E+02,0.303099E-01,0.152649E+02,0.149038E+02,0.451755E+00,0.328164E+00,
0.156000E+04,0.875341E+02,0.365643E+02,0.304021E+02,0.375496E+02,0.115482E+03,0.340364E+02,0.217596E+02,0.104786E+01,0.548590E+00,0.499270E+00,0.000000E+00,0.410414E+00,0.507594E+00,0.297651E+02,0.797986E+02,0.797986E+02,0.150120E+02,0.307390E-01,0.149812E+02,0.146119E+02,0.453679E+00,0.334364E+00,0.297651E+02,0.433704E+03,0.433704E+03,0.150120E+02,0.307390E-01,0.149812E+02,0.146119E+02,0.453679E+00,0.334364E+00,
0.159000E+04,0.885879E+02,0.369490E+02,0.306402E+02,0.378934E+02,0.116772E+03,0.343636E+02,0.218444E+02,0.106914E+01,0.557310E+00,0.511831E+00,0.000000E+00,0.411340E+00,0.519229E+00,0.298514E+02,0.805403E+02,0.805403E+02,0.147409E+02,0.310918E-01,0.147098E+02,0.143320E+02,0.455794E+00,0.340698E+00,0.298514E+02,0.430624E+03,0.430624E+03,0.147409E+02,0.310918E-01,0.147098E+02,0.143320E+02,0.455794E+00,0.340698E+00,
0.162000E+04,0.896681E+02,0.373413E+02,0.308812E+02,0.382396E+02,0.118086E+03,0.346984E+02,0.219313E+02,0.109105E+01,0.566199E+00,0.524850E+00,0.000000E+00,0.412265E+00,0.531323E+00,0.299221E+02,0.812467E+02,0.812467E+02,0.144811E+02,0.313815E-01,0.144498E+02,0.140633E+02,0.458044E+00,0.347152E+00,0.299221E+02,0.427555E+03,0.427555E+03,0.144811E+02,0.313815E-01,0.144498E+02,0.140633E+02,0.458044E+00,0.347152E+00,
0.165000E+04,0.907663E+02,0.377406E+02,0.311250E+02,0.385881E+02,0.119411E+03,0.350400E+02,0.220203E+02,0.111339E+01,0.575167E+00,0.538218E+00,0.000000E+00,0.413188E+00,0.543768E+00,0.299815E+02,0.819192E+02,0.819192E+02,0.142320E+02,0.316254E-01,0.142003E+02,0.138050E+02,0.460389E+00,0.353719E+00,0.299815E+02,0.424507E+03,0.424507E+03,0.142320E+02,0.316254E-01,0.142003E+02,0.138050E+02,0.460389E+00,0.353719E+00,
0.168000E+04,0.918766E+02,0.381465E+02,0.313715E+02,0.389390E+02,0.120740E+03,0.353882E+02,0.221114E+02,0.113603E+01,0.584171E+00,0.551860E+00,0.000000E+00,0.414121E+00,0.556478E+00,0.300333E+02,0.825589E+02,0.825589E+02,0.139926E+02,0.318383E-01,0.139608E+02,0.135563E+02,0.462810E+00,0.360379E+00,0.300333E+02,0.421487E+03,0.421487E+03,0.139926E+02,0.318383E-01,0.139608E+02,0.135563E+02,0.462810E+00,0.360379E+00,
0.171000E+04,0.929960E+02,0.385586E+02,0.316209E+02,0.392921E+02,0.122069E+03,0.357425E+02,0.222046E+02,0.115895E+01,0.593187E+00,0.565759E+00,0.000000E+00,0.415048E+00,0.569449E+00,0.300800E+02,0.831673E+02,0.831673E+02,0.137625E+02,0.320308E-01,0.137305E+02,0.133168E+02,0.465281E+00,0.367152E+00,0.300800E+02,0.418501E+03,0.418501E+03,0.137625E+02,0.320308E-01,0.137305E+02,0.133168E+02,0.465281E+00,0.367152E+00,
0.174000E+04,0.941225E+02,0.389766E+02,0.318730E+02,0.396475E+02,0.123398E+03,0.361029E+02,0.222999E+02,0.118210E+01,0.602202E+00,0.579893E+00,0.000000E+00,0.415972E+00,0.582659E+00,0.301234E+02,0.837454E+02,0.837454E+02,0.135411E+02,0.322101E-01,0.135089E+02,0.130858E+02,0.467791E+00,0.374038E+00,0.301234E+02,0.415555E+03,0.415555E+03,0.135411E+02,0.322101E-01,0.135089E+02,0.130858E+02,0.467791E+00,0.374038E+00,
0.177000E+04,0.952545E+02,0.394004E+02,0.321279E+02,0.400050E+02,0.124725E+03,0.364690E+02,0.223973E+02,0.120546E+01,0.611211E+00,0.594252E+00,0.000000E+00,0.416892E+00,0.596098E+00,0.301647E+02,0.842946E+02,0.842946E+02,0.133279E+02,0.323807E-01,0.132955E+02,0.128629E+02,0.470335E+00,0.381037E+00,0.301647E+02,0.412652E+03,0.412652E+03,0.133279E+02,0.323807E-01,0.132955E+02,0.128629E+02,0.470335E+00,0.381037E+00,
0.180000E+04,0.963913E+02,0.398299E+02,0.323855E+02,0.403648E+02,0.126050E+03,0.368407E+02,0.224969E+02,0.122904E+01,0.620210E+00,0.608831E+00,0.000000E+00,0.417811E+00,0.609758E+00,0.302045E+02,0.848160E+02,0.848160E+02,0.131225E+02,0.325452E-01,0.130899E+02,0.126476E+02,0.472910E+00,0.388146E+00,0.302045E+02,0.409794E+03,0.409794E+03,0.131225E+02,0.325452E-01,0.130899E+02,0.126476E+02,0.472910E+00,0.388146E+00,
