"Dataplot Line Number","Verification Group","Case Name","Type of Metric","Expected Metric","Predicted Metric","Dependent Variable","Type of Error","Error","Error Tolerance","Within Specified Error Tolerance","Plot Filename"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
109,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_ULO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0.0061006,0.029337,"Mole Fraction (frac)","Relative Error","3.81e+00","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
110,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_LLCO2_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0.03,0.033904,"Mass (kg)","Relative Error","1.30e-01","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",1e-12,0.0051808,"Mass (kg)","Relative Error","5.18e+09","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
111,"Mass","Mass_Balance","max",0,0,"Mass (kg)","Relative Error","NaN","1.00e-01","No","Verification/DOE202_Trace_Species_Generated_vs_CFAST"
115,"Mass","Mass_Balance","max",1e-12,0.9807,"Temperature ($^\circ$C)","Relative Error","9.81e+11","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",1e-12,0.9768,"Temperature ($^\circ$C)","Relative Error","9.77e+11","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
115,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Temperature_Added_Mass"
116,"Mass","Mass_Balance","max",1e-12,1191.28,"Pressure (Pa)","Relative Error","1.19e+15","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
116,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/Ambient_Pressure_Added_Mass"
118,"Mass","Mass_Balance","max",99350,99989.6,"Heat Release Rate (W)","Relative Error","6.44e-03","1.00e-01","Yes","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
118,"Mass","Mass_Balance","max",0,0,"Heat Release Rate (W)","Relative Error","NaN","1.00e-01","No","Verification/Analytical_Heat_Release_Rate"
120,"Mass","Mass_Balance","max",25,5,"Temperature ($^\circ$C)","Relative Error","8.00e-01","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",24.9,5,"Temperature ($^\circ$C)","Relative Error","7.99e-01","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/ULT_Comparison"
120,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/ULT_Comparison"
121,"Mass","Mass_Balance","max",25,5,"Temperature ($^\circ$C)","Relative Error","8.00e-01","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",24.9,5,"Temperature ($^\circ$C)","Relative Error","7.99e-01","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/LLT_Comparison"
121,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/LLT_Comparison"
122,"Mass","Mass_Balance","max",38.2,0.491,"Pressure (Pa)","Relative Error","9.87e-01","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0.491,38.2,"Pressure (Pa)","Relative Error","7.68e+01","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/PRS_Comparison"
122,"Mass","Mass_Balance","max",0,0,"Pressure (Pa)","Relative Error","NaN","1.00e-01","No","Verification/PRS_Comparison"
